,"Région","Dpt","FINNES","Raison.sociale","Complement.distribution","Adresse","Lieudit.BP","Code.postal","Libelle.routage","Tel","nom correspondant","mail","logiciel","editeur","RPU (OUI/NON)","Remarque"
134,"FRANCHE CONTE","Doubs",250006954,"CHRU JEAN MINJOZ",,"3 BOULEVARD ALEXANDRE FLEMING",,25030,"BESANCON CEDEX","03 81 66 81 66 stand
03 81 66 74 90 pole urg","Mme DAVID Vanessa","sau-uhcd@chu-besancon.fr
samu@chu-besancon.fr","ResUrgences",,"OUI",
251,"FRANCHE CONTE","Jura",390000040,"CH LONS",,"55 RUE DU DR JEAN MICHEL","CS 50364",39016,"LONS LE SAUNIER CEDEX","03 84 35 60 00 ","Mme DEGRELLE CARTIAUD Nathalie ","cadre.urgences@ch-lons.fr poste 5503","FIRSTNET",,"OUI",
252,"FRANCHE CONTE","Jura",390000065,"CH LOUIS JAILLON SAINT CLAUDE",,"2 MONTEE DE L'HOPITAL","BP 153",39206,"ST CLAUDE CEDEX","03 84 41 33 33 ","Mne Nadine DUCHAMPLECHEVAL","nduchamplecheval@ch-stclaude.fr","EQUALIFE 
","FIRSNET MILLENIUM fin d'année","OUI",
253,"FRANCHE CONTE","Jura",390000214,"CH CHAMPAGNOLE",,"1 RUE DE FRANCHE COMTE","BP 110",39302,"CHAMPAGNOLE CEDEX","03 84 53 02 02 ","M. BEGNIS Rodolphe","r.begnis@ch-champagnole.fr","RESURGENCE",,"NON",
254,"FRANCHE CONTE","Jura",390000222,"CH L PASTEUR DOLE",,"73 AVENUE LEON JOUHAUX","CS 20079",39108,"DOLE CEDEX","03 84 79 80 90 ","Mme TOGNY Sabrina 
Dr. GIBEY Sylvain","URGENCES.Cadre@ch-dole.fr 
GIBEY.Sylvain@ch-dole.fr","MILLENIUM",,"OUI",
255,"FRANCHE CONTE","Jura",390005742,"ANTENNE SMUR DU CH DE LONS","CH L BERARD MOREZ","RUE DES ESSARTS
consultation non programmée",50085,39403,"MOREZ CEDEX","03 84 34 24 45","Dr. SOUSSY","thomas.soussy@gmail.com","POLYMEDIS",,"OUI",
473,"FRANCHE CONTE","Haute Saone",700000011,"CH DU VAL DE SAONE  P VITTER GRAY",,"5 RUE DE L'ARSENAL","BP 155",70104,"GRAY CEDEX","03 84 64 61 61 ","Mme PINARD","rdinard@ch-gray.fr","MILLENIUM",,"OUI",
474,"FRANCHE CONTE","Haute Saone",700000029,"CHI HAUTE SAONE SITE VESOUL",,"2 RUE HEYMES","BP 409",70014,"VESOUL CEDEX","03 84 96 60 31","Mr. PIRES","jl.pires@chi70.fr","RESURGENCES",,"OUI",
475,"FRANCHE CONTE","Haute Saone",700780059,"CHI HAUTE SAONE SITE LUXEUIL",,"12 RUE GRAMMONT","BP 157",70306,"LUXEUIL LES BAINS CEDEX","03 84 96 60 60 ","mm cadre que LURE",,"RESURGENCE",,"OUI",
476,"FRANCHE CONTE","Haute Saone",700780208,"CHI HAUTE SAONE SITE LURE",,"37 AVENUE CARNOT","BP 190",70204,"LURE CEDEX","03 84 96 60 60 ","Mme ZIETEK ? Chantal
03 84 62 42 13 LD
06 73 57 54 98 ","d.brobst@chi70.fr
smur : t.elcadi@chi70.fr","RESURGENCE",,"OUI",
626,"FRANCHE CONTE","Terr.Belfort",900000167,"CH BELFORT",,"14 RUE DE MULHOUSE","BP 499",90016,"BELFORT CEDEX","03 84 98 80 00 ","Dr. Savio (Mme Rigault au tél)","csavio@chbm.fr","MILLENIUM",,"OUI",
141,"HAUTE NORMANDIE","Eure",270000045,"CH BERNAY",,"5 RUE ANNE DE TICHEVILLE","BP 353",27303,"BERNAY CEDEX","02 32 45 63 00 ou 69",,"secretariat.urgences@ch-bernay.fr","AXIGATE",,"oui",
142,"HAUTE NORMANDIE","Eure",270000326,"CLINIQUE CHIRURGICALE PASTEUR EVREUX",,"58 BOULEVARD PASTEUR",,27025,"EVREUX CEDEX","02 32 38 95 00 ",,,,,,
143,"HAUTE NORMANDIE","Eure",270000359,"CH EVREUX CHI EURE-SEINE","ZAC DE CAMBOLLE","RUE LEON SCHWARTZENBERG",,27015,"EVREUX CEDEX","02 32 33 80 00 ou 85 10",,"secretariaturgencesevreux@chi-eureseine.fr","AXIGATE",,"OUI",
144,"HAUTE NORMANDIE","Eure",270000367,"CH GISORS",,"ROUTE DE ROUEN","BP 83",27140,"GISORS","02 32 27 76 76 ou 19 ",,"samir.benabbas@ch-gisors.fr","DXCARE",,"OUI",
145,"HAUTE NORMANDIE","Eure",270000391,"CH LOUVIERS CHI ELBEUF",,"2 RUE SAINT JEAN","BP 612",27406,"LOUVIERS CEDEX","02 32 25 75 00 ",,,,,,
146,"HAUTE NORMANDIE","Eure",270000425,"CH PONT-AUDEMER",,"64 ROUTE DE LISIEUX","BP 431",27504,"PONT AUDEMER CEDEX","02 32 41 64 64 ou 65 00",,"thierry.herve@ch-pontaudemer.fr","MAIL ATTENTE REPONSE",,,
147,"HAUTE NORMANDIE","Eure",270000441,"CH VERNEUIL-SUR-AVRE",,"81 RUE DU MOULIN DES MURAILLES","BP 711",27137,"VERNEUIL SUR AVRE CEDEX","02 32 23 60 00 ou 62 34",,"secret.urg@ch-verneuil.com","MAIL ATTENTE REPONSE",,,
148,"HAUTE NORMANDIE","Eure",270000458,"CH VERNON CHI EURE-SEINE",,"5 RUE DOCTEUR BURNET","BP 912",27207,"VERNON CEDEX","02 32 71 66 00 ",,,,,,
524,"HAUTE NORMANDIE","Seine Maritime",760000018,"CH DIEPPE",,"AVENUE PASTEUR","BP 219",76202,"DIEPPE CEDEX","02 32 14 76 76 ou 74 61",,"secsau@ch-dieppe.fr
vmassol@ch-dieppe.fr","CLINICOM ","puis SILLAGE ds qq mois","OUI",
525,"HAUTE NORMANDIE","Seine Maritime",760000042,"CH EU",,"2 RUE DE CLEVES","BP 109",76260,"EU","02 27 27 22 22 OU 28 22 22",,"ch.eu@nordnet.fr","MAIL ATTENTE REPONSE","
",,
526,"HAUTE NORMANDIE","Seine Maritime",760000141,"HOPITAL SAINT JULIEN CHU ROUEN",,"2 RUE DANTON","BP 201",76141,"LE PETIT QUEVILLY CEDEX","02 32 88 89 90 ",,,"URQUAL",,"OUI",
527,"HAUTE NORMANDIE","Seine Maritime",760000158,"HOPITAL CHARLES NICOLLE CHU ROUEN",,"1 RUE DE GERMONT",,76038,"ROUEN CEDEX","02 32 88 89 90 OU 6859",,"luc-marie@joly@chu-rouen.fr","ICARE ","site Devé. URQUAL automne","NON","Implantation d'urqual prévu en automne"
528,"HAUTE NORMANDIE","Seine Maritime",760000364,"CHI DU PAYS DES HAUTES FALAISES FECAMP",,"AVENUE PDT FRANCOIS MITTERRAND",,76405,"FECAMP CEDEX","02 35 10 62 62 ou 90 63",,"urgences.secretariat@ch-fecamp.fr","MAIL ATTENTE REPONSE",,,
529,"HAUTE NORMANDIE","Seine Maritime",760000372,"CH LILLEBONNE CHI CAUX VALLEE DE SEINE",,"19 AVENUE DU PRESIDENT RENE COTY",,76170,"LILLEBONNE","02 35 39 36 36 ou 36 04",,"franck.charlier@chi-cauxvalleedeseine.fr","AXIGATE",,"OUI",
530,"HAUTE NORMANDIE","Seine Maritime",760000463,"CH LES FEUGRAIS CHI ELBEUF",,,"BP 310",76503,"ELBEUF CEDEX","02 32 96 35 44 ou 19",,"beboit.brousse@chi-elbeuf-louviers.fr","MAIL ATTENTE REPONSE",,,
531,"HAUTE NORMANDIE","Seine Maritime",760021329,"HOPITAL PRIVE DE L'ESTUAIRE",,"505 RUE IRENE JOLIOT-CURIE","BP 90011",76620,"LE HAVRE","08 25 74 75 76 ",,,,,,
532,"HAUTE NORMANDIE","Seine Maritime",760026252,"ANTENNE DE SMUR EU CH DIEPPE",,"2 RUE DE CLEVES",,76260,"EU","02 32 14 74 61",,"secsau@ch-dieppe.fr","MAIL ATTENTE REPONSE",,,
533,"HAUTE NORMANDIE","Seine Maritime",760780510,"CLINIQUE DU CEDRE",,"950 RUE DE LA HAIE",,76230,"BOIS GUILLAUME","02 35 59 59 59 ou 15",,,,,,
534,"HAUTE NORMANDIE","Seine Maritime",760780791,"CLINIQUE LES ORMEAUX-VAUBAN LE HAVRE",,"36 RUE MARCEAU",,76090,"LE HAVRE CEDEX","02 32 74 32 74 ou 75 ",,,,,,
535,"HAUTE NORMANDIE","Seine Maritime",760805770,"HOPITAL JACQUES MONOD CH LE HAVRE",,"29 RUE P MENDES FRANCE",,76290,"MONTIVILLIERS","02 32 73 33 90 ou 34 16 ",,"sec.urg.ad@ch-havre.fr
francis.lesire@ch-havre.fr","ResUrgences",,"OUI",
536,"HAUTE NORMANDIE","Seine Maritime",760921809,"CLINIQUE DE L'EUROPE ROUEN",,"73 BOULEVARD DE L ' EUROPE","BP 2034X",76040,"ROUEN CEDEX","02 32 18 10 00 ",,,,,,
509,"ILE DE France","Paris",750000523,"GPE HOSP SAINT-JOSEPH",,"185 RUE RAYMOND LOSSERAND",,75674,"PARIS CEDEX 14","01 44 12 89 37","Olivier BOUSSEKEY","oboussekey@hpsj.fr",,,,
511,"ILE DE France","Paris",750100018,"HU-PARIS CENTRE SITE HOTEL DIEU AP-HP",,"1 PLACE DU PARVIS NOTRE-DAME",,75181,"PARIS CEDEX 04","01 58 41 12 54
","Philippe DESLOT
Patrick CHAMBON","philippe.deslot@cch-aphp.fr
patrick.chambon@cch-ap-hop-paris.fr","URQUAL",,"OUI",
512,"ILE DE France","Paris",750100042,"HU-SAINT LOUIS SITE LARIBOISIERE-APHP",,"2 RUE AMBROISE PARE",,75475,"PARIS CEDEX 10","01 49 95 61 01
01 49 95 89 65 ","Nabil EL HOUARI
Eric BIZEUL","nabil.el-haouari@lrb.aphp.fr
eric.bizeul@lrb.aphp.fr
","URQUAL",,"OUI",
513,"ILE DE France","Paris",750100075,"HU-SAINT LOUIS SITE SAINT LOUIS - APHP",,"1 AVENUE CLAUDE VELLEFAUX",,75475,"PARIS CEDEX 10","01 42 49 43 36
","christophe NICOLAI
Eric BIZEUL","informatique.projets@sls.aphp.fr
eric.bizeul@lrb.aphp.fr","URQUAL",,"OUI",
514,"ILE DE France","Paris",750100091,"HU-EST PARISIEN SITE ST ANTOINE APHP",,"184 RUE DU FAUBOURG SAINT ANTOINE",,75571,"PARIS CEDEX 12","01 49 28 20 06
01 49 28 21 05 ","Patrice MANIGOLD informatique
Salem HADJALI","patrice.manigold@sat.ap-hop-paris.fr
salem.hadjali@sat.aphp.fr","URQUAL",,,
515,"ILE DE France","Paris",750100109,"HU-EST PARISIEN SITE TROUSSEAU APHP",,"26 AVENUE DU DR ARNOLD NETTER","pédiatrie",75571,"PARIS CEDEX 12","01 44 73 74 75 DECT 82017","Christian DERVAUX
Claude DEVRIES","christian.dervaux@trs.apho.fr
claude.devries@sat.aphp.fr","URQUAL",,"OUI",
516,"ILE DE France","Paris",750100125,"HU-P.SALPETRIERE SITE SALPETRIERE-APHP","47-83","47 BOULEVARD DE L'HOPITAL",,75013,"PARIS","01 42 16 25 64
01 42 16 05 56","Pascal GIRY
Patrick DECANAGA","pascal.giry@psl.aphp.fr
patrick.decanaga@psl.aphp.fr","URQUAL",,"OUI",
517,"ILE DE France","Paris",750100166,"HU-PARIS CENTRE SITE COCHIN APHP",,"27 RUE DU FAUBOURG SAINT-JACQUES",,75679,"PARIS CEDEX 14","01 58 41 41 41
 ","Patrice GARCIA
philippe DESLOT","patrice.garcia@cch.aphp.fr
philippe.deslot@cch-aphp.fr","URQUAL",,"OUI",
518,"ILE DE France","Paris",750100208,"HU NECKER ENFANTS MALADES APHP",,"149 RUE DE SEVRES",,75743,"PARIS CEDEX 15","01 42 19 27 51 
01 45 91 13 98 ","Tahar GUEDIRI
Ludovic FERNANDES
Annie BRION","tahar.gueridi@nck.aphp.fr
contacthpssd@gsante.fr
annie.brion@nck.aphp.fr","URQUAL",,"OUI",
519,"ILE DE France","Paris",750100232,"HU-PARIS NORD SITE BICHAT - APHP",,"46 RUE HENRI HUCHARD",,75877,"PARIS CEDEX 18","01 40 87 58 56


01 40 25 62 95
01 40 25 76 90 ","Boris SIMONIN
Sylvie ROBINEAU
Anne Lise LEMOINE
olivier SAVIN
EL ASSALI","boris.simonon@bch.aphp.fr
sylvie.robineau@bch.aphp.fr
anne-lise.lemoine@bch.aphp.fr

","URQUAL",,"OUI",
520,"ILE DE France","Paris",750100273,"HU-EST PARISIEN SITE TENON APHP",,"4 RUE DE LA CHINE",,75970,"PARIS CEDEX 20","01 56 01 79 11","Veronique DUCHATEAU
Gregory PETIT
G MASSERON
Pierre LEROY","veronique.duchateau@tnn.aphp.fr
gregory.petit@thh.aphp.fr
g.masseron@thh.ap-hop-paris.fr
","URQUAL",,"OUI",
521,"ILE DE France","Paris",750150237,"HOPITAL DE LA CROIX SAINT-SIMON",,"125 RUE D'AVRON",,75020,"PARIS","01 44 64 10 14
 01 44 74 12 33

","Frédéric BOURCIER
Mohames-ali BOUAKLINE
","fbourcier@hopital-dcss.org
mabouakline@hopital-dcss.org

","URQUAL ",,"OUI",
522,"ILE DE France","Paris",750803447,"HU-PARIS OUEST SITE G.POMPIDOU APHP",,"20 RUE LEBLANC",,75908,"PARIS CEDEX 15","01 56 09 21 67 ou 01 56 09 20 30


 ","Patrice DEGOULET

Fabrice LECOMTE

","patrice.degoulet@egp.aphp.fr
fabrice.lecomte@egp.aphp.fr

","DX CARE",,"OUI",
523,"ILE DE France","Paris",750803454,"HU ROBERT DEBRE APHP",,"48 BOULEVARD SERRURIER","pédiatrie",75019,"PARIS","01 40 03 20 00 OU 22 72 ","Geraldine SURSIN","geraldin.sursin@rdb.ap-hop-paris.fr","URQUAL ",,"OUI","chiffres vérifiés par la direction et système cerveau CISIF piloté par l'APHP et ARS ile defrance "
537,"ILE DE France","Seine et Marne",770000131,"CENTRE HOSPITALIER DE COULOMMIERS",,"4 RUE GABRIEL PERI",,77527,"COULOMMIERS CEDEX","01 64 65 36 21 
01 64 65 39 01","Philippe BORG","philippe.borg@ch-coulommiers.fr
nfo@ch-coulommiers.fr","URQUA",,"OUI",
538,"ILE DE France","Seine et Marne",770000149,"CENTRE HOSPITALIER DE FONTAINEBLEAU",,"55 BOULEVARD DU MARECHAL JOFFRE",,77305,"FONTAINEBLEAU CEDEX","01 60 74 10 79
01 60 74 10 07","Gflorence PENNELIER","informatique@ch-fontainebleau.fr","CROSSWAY",,"OUI",
539,"ILE DE France","Seine et Marne",770000156,"CENTRE HOSPITALIER M JACQUET MELUN",,"2 RUE FRETEAU DE PENY",,77011,"MELUN CEDEX","01 64 71 60 00 ou 61 27","Didier LAPOUSTAIRL
Alain FERMAIN
J-François BEDOUCHA","didier.lapustair@ch-melun.fr
alain.germain@ch-melun.fr
jean-françois.bedoucha@ch-melun.fr","URQUAL",,"OUI","adultes"
539,"ILE DE France","Seine et Marne",770000156,"CENTRE HOSPITALIER M JACQUET MELUN",,"2 RUE FRETEAU DE PENY",,77011,"MELUN CEDEX","01 64 71 60 00 ou 61 27","Didier LAPOUSTAIRL
Alain FERMAIN
J-François BEDOUCHA","didier.lapustair@ch-melun.fr
alain.germain@ch-melun.fr
jean-françois.bedoucha@ch-melun.fr","ORBIS",,"NON","pédiatrie"
540,"ILE DE France","Seine et Marne",770000164,"CENTRE HOSPITALIER DE MONTEREAU",,"1 RUE VICTOR HUGO",,77875,"MONTEREAU CEDEX","01 64 31 64 99
01 64 31 64 33
01 64 31 67 05 ","Bernard GRANGE
Stephan DUAUX
M. GAUTROT","b-granger@ch-montereau.fr
stephan.duaux@ch-montereau.fr
serviceInformatique@ch-montereau.fr
","URQUAL",,"OUI
Non","OUI urg adulte
Non pédiatrie"
541,"ILE DE France","Seine et Marne",770000172,"CTRE.HOSPITALIER LEON BINET DE PROVINS","DIRECTEUR : MR MORIN MAXIME","ROUTE DE CHALAUTRE","BP 212",77488,"PROVINS CEDEX","01 64 60 40 00 ou 50","Christian SARAZIN
P.DUPONT","csarazin@ch-provins.fr
pdupont@ch-provins.fr","RESURGENCES",,"OUI",
542,"ILE DE France","Seine et Marne",770000214,"CENTRE HOSPITALIER DE NEMOURS","DIRECTEUR : MR MORETTE BRUNO","15 RUE DES CHAUDINS","BP 98",77796,"NEMOURS CEDEX","01 64 45 24 34","Patrick NICOLAZO","p.nicolazo@ch-nemours.fr","URQUAL",,"OUI",
543,"ILE DE France","Seine et Marne",770000446,"C.H. DE MEAUX","6-août","6 RUE SAINT FIACRE","BP 218",77100,"MEAUX","01 64 35 38 38 ",,"e-info@ch-meaux.fr","DMU",,"OUI",
544,"ILE DE France","Seine et Marne",770019032,"CENTRE HOSPITALIER DE MARNE LA VALLEE","2-avr.","2 COUR DE LA GONDOIRE",,77600,"JOSSIGNY","01 64 30 72 80 ","Agnès PIGNOLET
Y. CADOU","apignolet@ch-lagny77.fr
ycadou@ch-lagny77.fr","URQUAL",,"OUI","OUI urg adulte
Non pédiatrie"
545,"ILE DE France","Seine et Marne",,"Clinique la Francilienne",,"16 avenue jacques Heuclin",,77340,"PONTAULT COMBAULT","01 49 83 64 71","Marc DUONG","m.duong.gsante.fr","OSOFT",,"OUI",
546,"ILE DE France","Seine et Marne",770300135,"CLINIQUE MEDICO-CHIRURG. LES FONTAINES",,"54 BOULEVARD ARISTIDE BRIAND",,77007,"MELUN CEDEX","01 60 56 40 75","Cindy LANDRY","administration@cliniquelesfontaines.com","OSOFT",,"NON",
547,"ILE DE France","Seine et Marne",770790707,"CLINIQUE DE TOURNAN","DIRECTRICE : MME CALVE EMMA","2 RUE JULES LEFEBVRE",,77220,"TOURNAN EN BRIE","06 71 75 55 42","Jacques DENNETIERE","j.dennetiere@clinique-tournan.fr","OSOFT",,"NON",
548,"ILE DE France","Yvelines",780000287,"C.H. FRANCOIS QUESNAY MANTES",,"2 BOULEVARD SULLY",,78201,"MANTES LA JOLIE CEDEX","01 34 97 41 86","Saber ALOUI","s.aloui@ch-mantes.fr","RESURGENCES",,"OUI",
549,"ILE DE France","Yvelines",780000295,"CHI DE MEULAN / LES MUREAUX",,"1 RUE DU FORT",,78250,"MEULAN EN YVELINES","01 30 91 85 27 ","Edouard PAPAZIAN","edourad.papazian@chimm.fr","URQUAL",,"OUI",
550,"ILE DE France","Yvelines",780000311,"CHI POISSY ST-GERMAIN SITE DE POISSY",,"10 RUE DU CHAMP GAILLARD","BP 3082",78303,"POISSY CEDEX","01 39 27 49 44
","Dominique HORDELAY
E. DORCHIES
E.MANCIOT
","dhordelay@chi-poissy-stgermain.fr

edorchies@chi-poissy-st-germain.fr
emanciot@chi-poissy-st-germain.fr","URQUAL",,"oui","migration prevue vers SILLAGE fin 2014"
551,"ILE DE France","Yvelines",780000329,"CENTRE HOSPITALIER DE RAMBOUILLET","5-juil.","5 RUE PIERRE ET MARIE CURIE",,78514,"RAMBOUILLET CEDEX","01 34 83 77 23 ou 78 77","Mme GOURRIN","informatique@ch-rambouillet.fr
infpedurg@ch-rambouillet.fr","RESURGENCES",,"OUI",
552,"ILE DE France","Yvelines",780000337,"CHI POISSY ST-GERMAIN SITE ST-GERMAIN",,"20 RUE ARMAGIS","BP 231",78101,"ST GERMAIN EN LAYE CEDEX","01 39 27 40 50 ","Dominique HORDELAY
E. DORCHIES
E.MANCIOT
","dhordelay@chi-poissy-stgermain.fr

edorchies@chi-poissy-st-germain.fr
emanciot@chi-poissy-st-germain.fr","URQUAL",,"oui","migration prevue vers SILLAGE fin 2014"
553,"ILE DE France","Yvelines",780000436,"CENTRE HOSP. DES COURSES",,"19 AVENUE EGLE",,78600,"MAISONS LAFFITTE","01 30 86 36 36 OU 22",,,,,,
554,"ILE DE France","Yvelines",780300323,"HOP PRIVE DE VERSAILLES FRANCISCAINES",,"7 RUE PORTE DE BUC",,78009,"VERSAILLES CEDEX","01 30 97 33 96","J Jacques MAGNE
","jj.magne@ramsaysante.fr
gk@gsimedical.com
","HYPERCAR",,"OUI",
555,"ILE DE France","Yvelines",780300406,"HOPITAL PRIVE DE PARLY II","PARLY GRAND CHESNAY","21 RUE MOXOURIS",,78150,"LE CHESNAY","01 39 63 70 00 ","John QUETELART
C.ZAMMITE","j.quetelart@gsante.fr
c.zammite@gsante.fr
","RESURGENCES",,"OUI",
556,"ILE DE France","Yvelines",780300414,"CENTRE MEDICO-CHIRURGICAL DE L'EUROPE",,"9 RUE DE SAINT GERMAIN",,78560,"LE PORT MARLY","01 39 17 22 22 ","Eric TRIBOULET","etriboulet@cmce-europe.fr","OSOFT",,"OUI",
557,"ILE DE France","Yvelines",780300422,"HOPITAL PRIVE DE L'OUEST PARISIEN",,"14 AVENUE CASTIGLIONE DEL LAGO",,78190,"TRAPPES","01 30 69 59 45","M. FRITHMANN
S. DEMORTIN","e.frithmann@gsante.fr
s.demortain@gsante.fr","EMED",,"OUI",
558,"ILE DE France","Yvelines",780300455,"CENTRE HOSP. PRIVE DU MONTGARDE",,"32 RUE DU MONTGARDE",,78410,"AUBERGENVILLE","01 30 63 85 90","Christophe SARO
Florent MAGNIER","saro.christophe@gie-mig.fr
florent.magnier@gie-mif.fr","EMED",,"OUI",
559,"ILE DE France","Yvelines",780800256,"CH VERSAILLES ANDRE MIGNOT",,"177 RUE DE VERSAILLES",,78157,"LE CHESNAY CEDEX","01 39 63 81 67 ou 81 69","Hervé PARIS
Joel PETIT","hparis@ch-versailles.fr/DS2I@ch-versailles.fr
joelpetit@ch-versailles.fr
chvinvs@ch-versailles.fr","URQUAL",,"OUI",
627,"ILE DE France","Essonne",910000272,"CENTRE HOSPITALIER D'ARPAJON",,"18 AVENUE DE  VERDUN",,91294,"ARPAJON CEDEX","01 64 92 90 71","Christophe VEILLE","cveille@ch-arpajon.fr","DX CARE",,"OUI",
628,"ILE DE France","Essonne",910000280,"CHSE DOURDAN - ETAMPES SITE DOURDAN",,"2 RUE DU POTELET","BP 102",91415,"DOURDAN CEDEX","01 60 80 79 86 ","Dominique RIFFLET","drifflet@ch-sudessonne.fr","DX CARE",,"NON",
629,"ILE DE France","Essonne",910000298,"CENTRE HOSPITALIER LONGJUMEAU",,"159 RUE DU PDT FRANCOIS MITTERRAND","BP 125",91161,"LONGJUMEAU CEDEX","01 64 54 33 49
01 64 54 34 72","M. KOZLOWSKI
Nicolas SOULAT","jerome.kozlowski@ch-longjumeau.fr
nicolas.soulat@ch-longjumeau.fr","H+ acute",,"OUI ",
630,"ILE DE France","Essonne",910000306,"CENTRE HOSPITALIER D'ORSAY",,"4 PLACE DU GENERAL LECLERC","BP 27",91401,"ORSAY CEDEX","01 69 29 75 75 poste 57560","Nicolas SIROT","n.sirot@ch-orsay.fr","
EQUAFILE",,"NON","Pédiatrie"
630,"ILE DE France","Essonne",910000306,"CENTRE HOSPITALIER D'ORSAY",,"4 PLACE DU GENERAL LECLERC","BP 27",91401,"ORSAY CEDEX","01 69 29 75 75 poste 57560","Nicolas SIROT","n.sirot@ch-orsay.fr","H ++",,"NON","Adultes"
631,"ILE DE France","Essonne",910000314,"CH SUD FRANCILIEN",,"59 BOULEVARD HENRI DUNANT","BP 85",91106,"CORBEIL ESSONNES CEDEX","01 61 69 31 34","Zoubida KHIRREDINE","zoubida.khirredine@ch-sud-francilien.fr","URQUAL",,"OUI",
632,"ILE DE France","Essonne",910001973,"CHSE DOURDAN - ETAMPES SITE ETAMPES",,"26 AVENUE CHARLES DE GAULLE","BP 107",91152,"ETAMPES CEDEX","01 60 80 76 76 OU 77 86","Dominique RIFFLET
02 60 80 79 96
03 60 80 79 96 ","driffler@ch-sudessonne.fr
panger@ch-sudessonne.fr
pdemilly@ch-sudessone.fr","AXIPAGE",,"OUI

","non en pédiatrie"
633,"ILE DE France","Essonne",910018423,"ETS DE SANTE DU CH DE JUVISY SUR ORGE",,"9 RUE CAMILLE FLAMMARION",,91260,"JUVISY SUR ORGE","01 69 54 27 27 ou 29 72","F. DIZABO
C. MORO","fdizabo@gmail.com
cmoro@chjuvisy.com
www.antesys.com","URQUAL",,"OUI",
634,"ILE DE France","Essonne",910020254,"CH SUD FRANCILIEN SITE JEAN JAURES",,"116 BOULEVARD JEAN JAURES",,91100,"CORBEIL ESSONNES","01 61 69 61 69 ou 13 95 66",,"secretariat@samu91.org",,,,
635,"ILE DE France","Essonne",910300144,"CMCO D' EVRY","2-avr.","4 AVENUE DE MOUSSEAU",,91035,"EVRY CEDEX","01 60 90 10 10","Pablo VICENZO

Joel VALENDROFF","p.vicenzo@ramsaysante.fr
support@resurgences.com
valendroff.joel@gmail.com","RESURGENCES",,"OUI",
636,"ILE DE France","Essonne",910300219,"HOPITAL PRIVE JACQUES CARTIER",,"6 AVENUE DU NOYER LAMBERT",,91300,"MASSY","01 60 13 60 66 50","BEYER",,"AMI",,"NON",
637,"ILE DE France","Essonne",910300300,"HOPITAL PRIVE DU VAL D'YERRES",,"31 AVENUE DE L'ABBAYE",,91330,"YERRES","01 69 48 48 13 ou 73 50 ",,,"UGO",,"NON",
638,"ILE DE France","Essonne",910803543,"HOPITAL  PRIVE CLAUDE GALIEN",,"20 ROUTE DE BOUSSY-ST-ANTOINE",,91480,"QUINCY SOUS SENART","01 69 39 96 62",,"l.lelay@gsante.fr","OSOFT",,"NON",
639,"ILE DE France","Hauts de Seine",920000577,"CASH DE NANTERRE-HOP MAX FOURESTIER",,"403 AVENUE DE LA REPUBLIQUE","BP 1403",92014,"NANTERRE CEDEX","01 47 69 67 09
01 47 69 72 98

01 47 69 66 85","Agnès MARCINIAK
Sébastien LEFEVRE
Olivier LAMI
Patrick MOUSSIN
","agnes.marciniak@ch-nanterre.fr
sebastien.lefevre@ch-nanterre.fr
olivier.lami@ch-nanterre.fr
Patrick.MOUSSIN@CH-NANTERRE.FR","URQUAL",,"OUI",
640,"ILE DE France","Hauts de Seine",920000585,"CHICNP - SITE NEUILLY SUR SEINE",,"36 BOULEVARD DU GENERAL LECLERC","BP 79",92205,"NEUILLY SUR SEINE CEDEX","01 40 88 61 40","Christophe TOURNOIS","info@chcn.net
pmendes@chcn.net","RESURGENCES",,"OUI","(adulte)"
640,"ILE DE France","Hauts de Seine",920000585,"CHICNP - SITE NEUILLY SUR SEINE",,"36 BOULEVARD DU GENERAL LECLERC","BP 79",92205,"NEUILLY SUR SEINE CEDEX","01 40 88 61 40","Christophe TOURNOIS","info@chcn.net
pmendes@chcn.net","URQUAL",,"NON","(pédiatrie)"
641,"ILE DE France","Hauts de Seine",920000619,"CH DES QUATRE VILLES SITE ST CLOUD",,"3 PLACE SILLY",,92211,"ST CLOUD CEDEX","01 77 70 70 12 ","Valérie RIGAUT","v.rigaut@ch4v.fr","ORBIS",,"NON",
642,"ILE DE France","Hauts de Seine",920000627,"CH DES 4 VILLES SITE SEVRES",,"141 GRANDE RUE",,92310,"SEVRES","01 41 14 75 15 ",,,"ORBIS",,"NON",
643,"ILE DE France","Hauts de Seine",920000643,"IHFB - SITE KLEBER",,"4 RUE KLEBER",,92309,"LEVALLOIS PERRET CEDEX","01 47 59 59 59 ou 58 58","Claude JORDAN","informatique@ihfb.org","OSOFT",,"NON",
644,"ILE DE France","Hauts de Seine",920000650,"HOPITAL FOCH",,"40 RUE WORTH","BP 36",92151,"SURESNES CEDEX","01 46 25 24 61 ","Bernard TRILLAT","b.trillat@hopital-focj.org","RESURGENCES",,"OUI",
645,"ILE DE France","Hauts de Seine",920100013,"HU-PARIS IDF SITE AMBROISE PARE APHP",,"9 AVENUE CHARLES DE GAULLE",,92104,"BOULOGNE BILLANCOURT CEDEX","01 49 09 46 33
01 49 09 47 23

","Marie Claire PARIS
J Louis BOULBEN
Roland-Lucien ROUME","marie-claire.paris@apr.aphp.fr
jean-louis.boulben@apr.aphp.fr
roland-lucien.roume@apr.aphp.fr
","URQUAL",,"OUI",
